Driver Number,Category,Agency,Division,Date,Registration,StartOfDuty,End Of Duty,Drive,Other,POA,Rest
ANBAN,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/07/2019,Rest,01/07/2019 00:00,01/07/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,"Manual,FN62 CXP,Manual,YT09 FLW,Manual",01/06/2019 10:00,01/06/2019 21:30,02:56,02:44,,04:50
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,Rest,02/06/2019 00:00,02/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,"Manual,A17 HLC,Manual,YN65 XDJ",03/06/2019 06:45,03/06/2019 20:00,04:43,01:53,,05:39
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,Rest,04/06/2019 00:00,04/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,FN62 CVY,04/06/2019 06:55,04/06/2019 17:05,02:55,01:54,,04:21
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,"Manual,FN62 CFG,Manual,V137 LGC,Manual",05/06/2019 08:00,05/06/2019 18:00,03:11,03:02,,02:47
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,"Manual,YR17 RJY,Manual",06/06/2019 05:05,06/06/2019 17:15,04:57,02:27,,03:46
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,"YT11 LPA,Manual,A18 HLC,Manual",07/06/2019 05:40,07/06/2019 16:45,04:18,02:28,,03:19
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,"Manual,YN13 BWL",08/06/2019 08:30,08/06/2019 20:46,04:54,01:20,,05:02
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,Rest,09/06/2019 00:00,09/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,Rest,10/06/2019 00:00,10/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,Unpaid Sick,11/06/2019 00:00,11/06/2019 08:00,,,,08:00
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,"Manual,YN16 NZW",11/06/2019 06:35,11/06/2019 21:05,08:00,01:55,,04:35
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,Rest,12/06/2019 00:00,12/06/2019 08:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,"Unpaid Sick,Rest",12/06/2019 00:00,12/06/2019 09:00,,,,08:00
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,Rest,13/06/2019 00:00,13/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 08:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Office,14/06/2019 07:30,14/06/2019 08:30,,,,01:00
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Office,14/06/2019 12:00,14/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,"Manual,Manual,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU,BN17 JJU,Manual,BN17 JJU",14/06/2019 19:00,15/06/2019 15:30,04:21,03:30,04:12,08:27
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,Office,15/06/2019 12:00,15/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,"BN17 JJU,Manual,BN17 JJU",16/06/2019 06:31,16/06/2019 17:19,03:28,01:32,01:32,04:16
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 12:00,16/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,"BN17 JJU,Manual,BN17 JJU",17/06/2019 05:50,17/06/2019 18:50,02:09,00:55,03:34,06:22
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Office,17/06/2019 12:00,17/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,"BN17 JJU,Manual,BN17 JJU,BN17 JJU,BN17 JJU,Manual,BN17 JJU",18/06/2019 06:06,18/06/2019 18:19,04:59,01:34,03:20,02:20
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,Office,18/06/2019 12:00,18/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,"BN17 JJU,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",19/06/2019 06:01,19/06/2019 18:46,03:38,00:28,05:12,03:27
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,Office,19/06/2019 12:00,19/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,"BN17 JJU,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",20/06/2019 06:12,20/06/2019 19:08,02:30,00:47,06:53,02:46
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,Office,20/06/2019 12:00,20/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,"BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",21/06/2019 05:53,21/06/2019 18:52,03:11,01:02,06:35,02:11
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,Office,21/06/2019 12:00,21/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Rest,22/06/2019 00:00,22/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,"BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",22/06/2019 06:30,22/06/2019 19:12,02:45,00:46,05:32,03:39
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,Office,22/06/2019 12:00,22/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Rest,23/06/2019 00:00,23/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,"BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",23/06/2019 06:22,24/06/2019 01:29,06:07,00:24,08:25,04:11
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,"BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU,Manual,BN17 JJU",23/06/2019 06:22,24/06/2019 01:29,06:07,00:24,08:25,04:11
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Office,23/06/2019 12:00,23/06/2019 13:05,,,,00:05
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,Rest,24/06/2019 00:00,24/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,Rest,25/06/2019 00:00,25/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,26/06/2019,Rest,26/06/2019 00:00,26/06/2019 09:00,,,,
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,27/06/2019,"Manual,FN62 CGE,Manual,WA14 NWW,FN62 CGE",27/06/2019 06:15,27/06/2019 17:37,04:30,02:03,,04:49
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,28/06/2019,"FN62 CVS,Manual",28/06/2019 07:32,28/06/2019 20:15,06:48,03:11,,02:44
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,29/06/2019,"Manual,YN16 NZW",29/06/2019 06:45,29/06/2019 21:20,04:00,01:50,,08:45
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,"Manual,BN17 JJU",30/06/2019 12:15,01/07/2019 03:07,05:38,02:02,,07:12
JOBAD,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,30/06/2019,Manual,30/06/2019 12:15,01/07/2019 03:07,,00:08,,
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,01/06/2019,A19 LTG,01/06/2019 22:00,02/06/2019 05:30,03:30,00:34,,02:26
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,02/06/2019,"Manual,YR16 BKV",02/06/2019 15:30,02/06/2019 21:58,03:51,00:59,,00:38
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,03/06/2019,YR62 EAG,03/06/2019 13:00,04/06/2019 02:07,04:38,00:45,,06:44
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,04/06/2019,YG65 ATK,04/06/2019 17:30,05/06/2019 01:05,02:45,00:41,,03:09
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,05/06/2019,MAN UAL,05/06/2019 00:00,05/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,06/06/2019,MAN UAL,06/06/2019 00:00,06/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,07/06/2019,MAN UAL,07/06/2019 00:00,07/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,08/06/2019,YN65 XDJ,08/06/2019 02:30,08/06/2019 16:09,08:53,01:37,,02:09
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,09/06/2019,YN65 XDJ,09/06/2019 07:15,09/06/2019 21:20,05:17,00:57,,06:51
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,10/06/2019,YN65 XDK,10/06/2019 06:00,10/06/2019 17:03,06:08,01:56,,01:59
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,11/06/2019,YN65 XDJ,11/06/2019 07:30,11/06/2019 17:12,03:31,01:13,,04:58
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,12/06/2019,YN65 XDJ,12/06/2019 07:30,12/06/2019 19:39,03:29,01:20,,07:20
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,13/06/2019,MAN UAL,13/06/2019 00:00,13/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,Rest,14/06/2019 00:00,14/06/2019 09:00,,,,
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,14/06/2019,MAN UAL,14/06/2019 12:00,14/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,MAN UAL,15/06/2019 00:00,15/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,15/06/2019,"Manual,YN65 XDJ",15/06/2019 06:00,15/06/2019 12:26,04:03,00:55,,01:28
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,YN16 NZY,16/06/2019 08:15,16/06/2019 14:15,03:25,00:26,,02:09
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,16/06/2019,Office,16/06/2019 12:00,16/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,YN16 NZY,17/06/2019 08:45,17/06/2019 18:00,03:34,00:36,00:01,05:04
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,17/06/2019,Office,17/06/2019 12:00,17/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,YN16 NZY,18/06/2019 09:00,18/06/2019 17:40,03:19,00:38,,04:43
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,18/06/2019,Office,18/06/2019 12:00,18/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,YN16 NZY,19/06/2019 09:00,19/06/2019 18:00,02:13,00:39,,06:08
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,19/06/2019,Office,19/06/2019 12:00,19/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,YN16 NZY,20/06/2019 09:15,20/06/2019 17:17,03:10,00:32,,04:20
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,20/06/2019,Office,20/06/2019 12:00,20/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,21/06/2019,MAN UAL,21/06/2019 00:00,21/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,22/06/2019,MAN UAL,22/06/2019 00:00,22/06/2019 09:00,,,,08:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,"YN65 XDJ,Manual",23/06/2019 06:30,23/06/2019 17:00,04:16,02:13,00:01,04:00
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,23/06/2019,Office,23/06/2019 12:00,23/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,"Manual,YN65 XDJ,Manual",24/06/2019 07:40,24/06/2019 17:00,03:29,02:15,,03:36
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,24/06/2019,Office,24/06/2019 12:00,24/06/2019 13:05,,,,00:05
ROBAA,"01, Full Time Drivers",Paid By Tachograph,H Luckett & Co Ltd,25/06/2019,"Manual,YN65 XDJ,Manual,YT09 FLW,Manual,V137 LGC",25/06/2019 07:30,25/06/2019 15:25,02:31,03:12,,02:12
